[2286.84,22179.3]
[5171.7,11260.8]
[5169.54,11269.3]
[5170.52,11288]
[5168.24,11299.7]
[5171.94,11506.7]
[5170.17,13554]
[5183.47,13575.2]
[5184.18,14511]
[5168.46,16088.7]
[5189.1,16367.1]
[5183.48,16465.3]
[5186.81,16640.9]
[5190.46,21042.7]
[5192.64,10751.2]
[5209.17,11053.8]
[5193.45,11091.3]
[5200.93,11098.9]
[5213.96,11134.4]
[5204.27,11142.1]
[5194.65,11147.9]
[5196.3,11171]
[5193.85,11230]
[5206.98,11544.9]
[5199.6,11551.7]
[5209.17,12634.6]
[5213.32,14182.6]
[5193.24,14409.3]
[5220.42,14589.9]
[5206.08,14595.6]
[5198.76,14642.1]
[5198.74,14697.1]
[5201.4,16348.3]
[5196.22,16496.7]
[5197.06,16548.6]
[5197.31,16631.8]
[5194.52,21078.3]
[5192.28,21271.6]
[5213.41,21832.8]
[5223.92,11099.2]
[5237.52,11116.6]
[5229.21,11317.3]
[5219.67,11507]
[5233.97,11529.9]
[5237.35,12412.5]
[5234.1,13514]
[5231.56,13522.9]
[5238.67,13639.4]
[5231.49,14202.1]
[5240.46,14199.7]
[5228.17,14676.4]
[5245.24,16008.6]
[5232.7,16027.2]
[5219.13,16250.1]
[5248.86,20628.9]
[5262.14,11109.4]
[5269.95,11124.3]
[5279.46,13671.5]
[5277.12,14205.4]
[5270.78,14307.7]
[5276.92,14792.9]
[5267.97,14872.1]
[5257.52,14879.6]
[5300.47,11051.6]
[5285.46,11111.2]
[5286.27,11513.9]
[5301.02,13682.3]
[5301.42,14144.7]
[5285.87,14204.5]
[5286.79,14575.4]
[5285.59,14593]
[5298.69,15320]
[5287.73,16003.5]
[5279.89,16035.9]
[5328.42,11503.9]
[5318.8,11490]
[5312.3,11493.7]
[5331.43,14020.3]
[5328.32,14096]
[5329.85,14457.5]
[5338.43,14493.8]
[5312.79,14545.2]
[5334.76,14632.9]
[5320.54,14890.1]
[5324.14,14886]
[5320.3,15982.8]
[5328.63,16174]
[5333.63,16512.5]
[5368.04,13937.5]
[5344.29,14035.9]
[5344.4,14100.7]
[5349.39,14541.8]
[5367.9,14554.1]
[5360.91,14615.2]
[5368.66,14940.9]
[5360.38,15399.7]
[5391.26,13978]
[5388.9,13963.8]
[5396.57,14510.9]
[5387.71,14569.1]
[5398,14804.5]
[5376.24,14928.5]
[5398.32,15048.1]
[5393,16096.2]
[5378.34,17893.5]
[5403.72,10940.5]
[5429.79,12259.4]
[5427.1,13465.6]
[5403.16,13970.4]
[5408.75,13964.8]
[5417.97,14592.7]
[5411.39,15064.5]
[5404.9,17660.9]
[5401.06,17639.3]
[5469.05,15002.4]
[5469.05,15002.4]
[5437.02,15035.3]
[5457.44,15351]
[5431.68,17828.2]
[5486.37,14107.5]
[5483.36,14509.5]
[5465.27,14883.1]
[5469.69,15550.5]
[5459.17,16085.3]
[5461.71,17933.7]
[5500.33,13065.1]
[5502.46,14323.9]
[5508.44,14606.5]
[5492.52,19766]
[5504.7,19786.4]
[5506.24,21762.8]
[5541,10771.9]
[5540.26,16305.1]
[5563.27,13102.1]
[5558.76,13128.2]
[5560.87,14667.5]
[5571.56,14658.5]
[5563.16,14650.2]
[5550.13,15000.5]
[5578.28,15294.3]
[5578.87,15381.1]
[5576.77,15363.2]
[5552.62,15390.9]
[5559.02,15429.7]
[5552.06,17935.9]
[5598.74,14678]
[5600.92,15060.2]
[5584.93,16370.7]
[5594.67,16355.9]
[5600.26,20048.4]
[5637.78,14707.1]
[5627.73,14704.3]
[5620.96,14702.2]
[5614.58,14905.1]
[5627.28,15464.7]
[5632.78,19555.7]
[5639.89,19532.5]
[5618.82,19538.3]
[5633.33,20015.3]
[5656.86,10874.7]
[5664.02,10861.3]
[5654.04,11082.5]
[5653.86,12350.2]
[5641.26,12364.1]
[5645.25,12368.8]
[5655.44,12364.5]
[5650.08,15194.3]
[5665.75,16249.2]
[5685.58,10858.1]
[5694.76,10975.9]
[5670.12,15946.5]
[5702.92,10976.1]
[5703.08,12922.3]
[5714.35,14945.4]
[5702.17,15071.1]
[5718.43,15129]
[5698.74,15314.4]
[5704.23,19521.2]
[5711.3,19528.1]
[5741.74,10880.7]
[5749.5,10891.9]
[5751.88,10949.7]
[5729.58,11005.3]
[5757.48,14752.4]
[5738.7,15145.4]
[5747.44,15142.3]
[5736.42,15120.1]
[5750.7,15547.1]
[5742.16,16817.9]
[5764.32,10960.4]
[5772.38,10957.2]
[5775.11,13275.9]
[5787.93,13269.7]
[5781.11,13947.9]
[5768.26,14663.7]
[5777.02,15262.1]
[5779.94,15529.6]
[5788.38,16164.8]
[5766.16,20073.1]
[5794.76,10947.7]
[5804.18,14645.6]
[5819.71,14645.7]
[5813.1,15297.2]
[5800.84,15375.8]
[5810.51,16057.8]
[5822.34,10517]
[5840.79,14877]
[5843.33,15948.3]
[5830.79,15962.2]
[5829.64,16113.5]
[5843.08,16772.9]
[5839,20106.3]
[5870.97,10875.9]
[5850.91,14873.5]
[5877.48,14863.9]
[5853.59,14896.7]
[5875.41,15528.9]
[5854.86,15961.2]
[5874.41,20097.5]
[5857.67,20101]
[5903.38,10896.9]
[5880.39,12465.1]
[5896.02,13819.1]
[5883.71,13823.3]
[5906.7,15286.7]
[5892.75,15383.1]
[5884,20108.4]
[5911.58,15292.2]
[5924.55,15294.2]
[5959.24,14877.5]
[5950.39,14911.2]
[5954.81,15324.4]
[5986.59,13790]
[5992.46,15070]
[5994.75,16191.7]
[6006.35,12527.2]
[6011.76,15084.3]
[6031.29,15075.6]
[6015.81,15096.1]
[6010.1,15597.1]
[6027.52,16405.5]
[6025.82,16587.8]
[6015.29,19134.3]
[6007.57,19139.3]
[6013.36,19825.6]
[6027.13,22569.2]
[6056.23,10848.7]
[6059.69,12378.6]
[6035.45,14303.7]
[6046.85,14845.7]
[6036.88,14876.4]
[6037.17,14852.1]
[6047.37,16161.5]
[6046.65,16199]
[6047.8,16226]
[6069.37,10572.8]
[6062.22,10572.1]
[6088.27,10739.6]
[6068.77,10752.1]
[6065.58,10744]
[6075.12,12377.7]
[6089.57,12410.2]
[6087.95,14937.1]
[6085.16,15089.3]
[6068.19,15733.2]
[6075.27,16156.3]
[6109.03,10568]
[6109.57,14967.2]
[6095.79,15788.2]
[6091.3,16199.5]
[6114.75,16201.1]
[6118.66,16230.2]
[6113.66,17993.6]
[6144.42,11872]
[6137.64,11868.4]
[6136.25,14820.7]
[6126.89,14876.6]
[6133.84,14935.7]
[6136.3,14942.7]
[6140.41,14988.4]
[6126.99,15016.3]
[6124.94,15044.6]
[6149.88,15046.8]
[6131.28,15776.3]
[6140.16,15750.9]
[6174.14,14806.1]
[6156.7,14815.9]
[6151.11,14809.2]
[6179.89,14950.8]
[6160.79,15783.1]
[6155.4,16209.5]
[6176.29,19821.1]
[6186.07,15091.9]
[6182.84,15365.1]
[6188.23,15641.6]
[6192.26,16069.9]
[6209.4,16226.1]
[6188.28,16227.2]
[6196.11,18806.7]
[6205.89,19283.7]
[6207.2,19304.9]
[6193.9,19803.4]
[6230.86,15003.4]
[6223.07,15035.3]
[6238.32,15410.6]
[6233.03,15596.5]
[6214.85,15682.2]
[6217.28,16071.6]
[6227.82,16080.4]
[6212.88,16277.4]
[6257.67,14754]
[6246.84,14864.2]
[6247.65,15028]
[6256.44,15050.9]
[6240.64,15068]
[6245.49,15124]
[6264.08,15338.2]
[6253.14,15386.3]
[6242.34,15697.7]
[6275.98,11743]
[6279.22,14760.2]
[6295.27,14896.7]
[6273.51,15074.7]
[6279.45,15070]
[6288.89,15162.2]
[6294.57,16198.5]
[6276.99,16274.5]
[6309.54,14931.1]
[6323.84,15177.6]
[6330.14,15628.1]
[6320.55,15630.7]
[6318.64,15746.2]
[6330.69,14656.9]
[6350.23,14677.8]
[6337.67,15076]
[6345.64,15092]
[6339.94,15124.8]
[6349.06,15130.4]
[6351.3,15195.4]
[6346.84,15279.4]
[6335.06,16084.4]
[6374.85,11511]
[6374.61,14936.9]
[6369.56,14917.5]
[6367.4,14944.1]
[6375.86,15559.2]
[6388.22,16218.4]
[6364.09,16217.6]
[6406.97,15492.7]
[6412.49,15838.2]
[6430.74,10995.9]
[6443.85,11010.7]
[6420,14607.8]
[6445.17,15862.8]
[6461.22,11909.2]
[6471.28,13750.7]
[6470.5,13756.7]
[6453.16,13802.5]
[6453.32,14667]
[6474.55,15229.8]
[6464.4,15836.3]
[6465.91,15904.2]
[6503.18,13168.1]
[6479.58,14475.2]
[6508.46,14479.4]
[6489.61,14687.1]
[6492.28,15302]
[6510.48,15686.1]
[6487.06,15816.1]
[6503.02,15906.9]
[6498.56,18745.8]
[6507.74,20016]
[6533.56,11876.6]
[6520.02,13145.4]
[6510.18,13168.2]
[6537.38,14374.3]
[6533.01,14403.2]
[6522.95,14688.3]
[6524.07,14937.6]
[6522.67,15205.6]
[6518.05,15211.7]
[6511.37,15308.3]
[6538.6,15865.6]
[6535.9,16450.7]
[6513.17,20001.8]
[6517.15,20015.2]
[6554.57,13113.6]
[6545.05,14231.6]
[6552.36,14453.9]
[6547.54,14488.7]
[6568.13,14527.7]
[6562,15546.2]
[6556.93,15849.4]
[6567.05,16212.5]
[6562.43,18688.4]
[6542.16,20021.4]
[6550.59,22677.3]
[6565,22695]
[6582.19,14527.8]
[6576.07,18677.5]
[6598.91,20077.7]
[6581.71,22680.7]
[6619.78,14944]
[6624.92,15409.2]
[6608.86,15543.1]
[6603.91,18179.6]
[6612.38,18189.7]
[6616.96,19990.4]
[6607.15,20076.9]
[6628.98,20071]
[6656.35,12693.1]
[6642.07,14936.7]
[6641.49,14924.1]
[6646.07,15135.9]
[6656.09,15298]
[6634.07,20497]
[6656.47,20717.3]
[6686.22,13775.4]
[6665.58,15495.3]
[6660.75,16568.7]
[6681.85,17977.8]
[6704.28,15339.5]
[6694.53,15398.2]
[6713.42,15405.7]
[6693.93,15498.8]
[6708.22,16380.2]
[6718.27,16372.2]
[6696.47,16389]
[6712.06,19291.9]
[6716.81,19562]
[6737.53,11763.6]
[6743.9,15091.6]
[6739.02,15125.5]
[6746.13,15917.2]
[6726.02,16256.3]
[6739.91,16277.7]
[6729.38,16277.6]
[6737.41,19313.9]
[6735.31,19552.6]
[6728.11,19545.8]
[6770.47,11748.9]
[6767.97,14401.5]
[6761.73,15380.7]
[6752.4,15392.5]
[6761.98,15448.2]
[6755.6,15533.4]
[6764.54,15744.5]
[6778.97,17763.9]
[6797.32,15162.4]
[6790.99,15153]
[6787.65,15268.5]
[6780.84,15296]
[6795.02,15278.7]
[6807.52,15459.1]
[6797.6,15583.4]
[6802.9,15698.6]
[6786.92,16228.4]
[6800.15,17833.3]
[6830.01,11085.2]
[6838.1,11205.5]
[6811.58,14687.7]
[6831.12,14746.1]
[6812.5,15818.1]
[6822.18,15836.8]
[6820.16,15855.1]
[6829.24,16050.2]
[6817.03,16057.8]
[6860.89,16054.2]
[6846.14,19782]
[6892.95,11141.3]
[6885.93,15535.6]
[6878.8,16412.7]
[6899.25,11094.7]
[6903.45,11136.7]
[6925.04,11528.1]
[6926.38,11794]
[6901.63,13077.2]
[6898.83,15927.3]
[6910.72,16075.8]
[6924.98,16459.8]
[6904.05,22165.8]
[6941.62,13048.2]
[6946.59,15351.5]
[6951.99,15485.7]
[6938.24,15583.1]
[6960.49,15828.7]
[6951.47,16112.3]
[6949.49,16285.2]
[6952.37,16301.1]
[6931.03,16419.9]
[6951.56,18148.5]
[6951.53,22069.1]
[6966.32,16272.8]
[6971.3,16305.3]
[6979.97,16299.8]
[6967.24,16442.4]
[6967.43,16514.2]
[6961.74,18369.4]
[7016.05,15588.8]
[7000.59,15976]
[6991,16265.5]
[7003.44,16296.3]
[7000.84,16328.3]
[7006.83,16478.8]
[7018.06,16590.3]
[7004.58,16596.8]
[7016.82,17017.1]
[7016.37,17817.6]
[7015.28,19510.3]
[7047.72,16282.1]
[7042.45,16335]
[7028.73,16451.6]
[7023.7,16488.3]
[7040.07,16581.3]
[7035.43,16880.3]
[7022.48,16998.5]
[7066.65,11511.3]
[7061.09,11615.1]
[7066.6,15280.8]
[7071.42,15623.4]
[7051.62,16333]
[7079.5,16397.6]
[7066.49,16444.4]
[7076.27,16916.1]
[7055.97,18018.6]
[7054.28,19462.9]
[7111.21,11255.5]
[7110.53,16023.3]
[7090.08,16267.6]
[7101.78,16386.2]
[7085.11,16434.5]
[7093.74,16445.5]
[7101.01,16479.9]
[7083.91,16496.6]
[7082.15,16486.1]
[7106.43,16517.3]
[7097.36,16522]
[7109.39,16544.9]
[7084.44,16534.6]
[7109.77,16536.4]
[7108.85,16580.1]
[7098.8,16577.6]
[7094.3,16768.8]
[7125.26,11009.3]
[7127.97,11022]
[7126.64,11015.6]
[7110.9,11235.1]
[7109.78,11311.3]
[7127.81,11542.1]
[7136.09,15479.6]
[7122.66,16254.7]
[7131.59,16392]
[7112.24,16386.6]
[7134.13,16438.6]
[7111.84,16479.6]
[7108.43,16553.6]
[7138.48,16623.8]
[7136.91,16653.8]
[7130.48,18910.2]
[7155.69,11003.9]
[7150.92,11025.4]
[7142.88,11026.3]
[7155.15,11071.9]
[7164,11364.5]
[7160.68,11449.3]
[7163.71,12117.1]
[7157.15,15489]
[7144.07,16025.2]
[7157.94,16271.8]
[7154.43,16305.7]
[7149.57,16298.8]
[7144.5,16432.9]
[7165.29,16426.8]
[7161.23,16420.5]
[7145.57,16468]
[7164.66,16460]
[7153.55,16496.2]
[7142.64,16500.4]
[7162.84,16533.8]
[7141.46,16542.2]
[7154.6,16538]
[7140.86,16568.9]
[7144.18,16617.9]
[7147.94,16666.8]
[7153,19170.5]
[7167.3,19460]
[7172.12,11035.3]
[7181.26,11115.2]
[7185.13,11122.1]
[7176.46,11108.4]
[7172.07,12073.5]
[7197.98,12109.3]
[7178.27,15318.4]
[7187.61,15796.8]
[7170.74,16003.2]
[7197.35,16096.6]
[7182.19,16334.9]
[7189.07,16381.1]
[7191.43,16354.3]
[7181.64,16414.8]
[7175.73,16457.3]
[7188.01,16471.4]
[7176.31,16499.5]
[7173.11,16510.9]
[7180.52,16522.8]
[7177.76,16553.9]
[7196.15,19456.5]
[7196.36,21876.4]
[7228.72,11005]
[7218.76,11343.8]
[7216.75,11509.1]
[7225.59,14972.7]
[7231.29,16073.5]
[7220.63,16194.6]
[7201.62,16364.9]
[7227.51,16437.3]
[7201.21,16431.3]
[7207.51,16455.5]
[7217.99,16444.1]
[7204.92,16464.2]
[7229.24,16481.3]
[7219.46,16488.8]
[7210.66,16526.5]
[7206.83,16547.7]
[7209.91,16752.5]
[7208.52,19443]
[7201.37,21233.6]
[7249.61,11053.8]
[7238.18,11422]
[7252.53,12115.3]
[7240.77,12207.8]
[7253.95,12225.8]
[7236.34,12574.5]
[7248.3,16141.8]
[7254.74,16303.1]
[7240.94,16386.6]
[7231.61,16392.2]
[7238.47,16429]
[7244.09,16466.3]
[7238.16,16473.9]
[7257.11,16510.7]
[7271.14,11045.3]
[7281.87,11044.7]
[7285.84,13970.5]
[7271.89,13970.1]
[7266.96,16422.9]
[7261.95,16416.5]
[7262.94,16437.8]
[7267.78,16444.3]
[7261.97,16453.4]
[7274.54,16495.2]
[7292.63,11044.3]
[7302.23,16221.7]
[7300.68,16244.6]
[7306.46,20628.7]
[7299.5,20727.7]
[7306.1,21094.1]
[7315.04,22377.8]
[7331.98,11208.7]
[7336.8,11219.7]
[7325.97,13985.7]
[7334.53,14937.5]
[7322.37,14939.7]
[7342.02,16073.4]
[7328.1,16098.4]
[7339.12,16095.6]
[7325.72,16275.6]
[7335.8,16317]
[7348.48,16328.1]
[7323.59,19706.2]
[7368.25,12301.8]
[7358.36,15238.5]
[7380.31,15366.7]
[7350.43,15394]
[7370.83,15623.4]
[7373.97,15636.3]
[7363.39,15649.4]
[7360.54,16123.9]
[7369.74,16690.9]
[7379.17,17147.2]
[7366.17,17153.7]
[7390.37,11122]
[7383.74,12300.6]
[7388.82,12275.5]
[7399.54,15344.9]
[7392.39,15341.6]
[7399.35,15363.3]
[7386.64,15365.6]
[7393.07,15364.5]
[7404.25,15406.2]
[7380.87,15391.9]
[7395.98,15392.7]
[7393.28,15406.9]
[7408.92,15391.5]
[7402.41,15392.1]
[7399.09,15443.8]
[7408.39,15448.2]
[7386.3,15448.4]
[7404.98,21077.6]
[7420.2,10885.7]
[7423.09,11421.4]
[7432.96,12936.7]
[7416.67,14988.4]
[7424.4,14977.8]
[7417.02,15405.4]
[7415.43,15390.9]
[7413.23,17178.2]
[7414.67,21538.6]
[7463.64,10911.4]
[7440.66,10904.8]
[7443.23,10910.7]
[7467.69,10953.1]
[7445.15,12966]
[7467.98,14932.8]
[7463.2,16231.8]
[7469.33,16281.9]
[7482.92,11559.7]
[7478.19,14923.8]
[7495.27,16169.1]
[7472.34,16296.7]
[7480.66,18327.3]
[7468.84,21567.5]
[7530.37,12254.5]
[7501.65,12264.9]
[7520.94,14629.1]
[7507.65,14712.5]
[7515.27,14727.2]
[7503.68,16228.2]
[7522.5,16259.5]
[7508.24,16264.6]
[7514.06,18319.1]
[7512.68,18305.5]
[7553.02,12203.1]
[7535.7,12832.6]
[7531.5,12808.9]
[7554.49,16245.9]
[7538.83,18159]
[7551.22,18353]
[7539.93,18367.8]
[7555.22,21030.5]
[7577.45,11042.1]
[7567.42,12171.2]
[7561.47,12172.8]
[7572.64,12202.1]
[7563.97,16241.1]
[7570.09,16247.3]
[7564.28,16312.6]
[7559.05,18356.3]
[7579.73,19108.2]
[7576.81,22782.7]
[7604.86,11915.3]
[7597.08,11975.8]
[7618.55,11979.4]
[7604.33,16220.9]
[7606.61,19149.3]
[7590.57,19141.6]
[7633.2,10991.4]
[7633.41,11012.2]
[7641.93,11235.4]
[7620.41,11441.4]
[7648.24,11901.6]
[7623.53,12565.6]
[7638.51,12549.4]
[7630.97,15513.1]
[7625.67,16214.3]
[7640.04,20989.5]
[7671.03,10687.7]
[7678.87,11927.9]
[7653.46,11920]
[7678.48,12147.4]
[7683.48,12152.9]
[7709.52,14355.7]
[7699.63,14371.3]
[7702.42,15207.3]
[7693.09,15217.9]
[7708.71,15920]
[7704.65,16055.5]
[7709.11,16302.6]
[7683.59,17446.2]
[7681.74,20157.9]
[7714.37,10674.6]
[7732.72,10698]
[7715.32,16055.5]
[7735.29,16062.5]
[7716.59,16298.6]
[7710.35,16367.8]
[7725.91,16917.6]
[7735.46,16930.5]
[7736.33,18347]
[7741.83,10696.1]
[7769.48,11060.7]
[7769.03,11373]
[7743.05,15871.5]
[7788.37,11020.1]
[7773.86,11368.2]
[7798.13,15162.1]
[7794.61,17053.1]
[7807.7,11021.3]
[7813.2,15163.7]
[7799.05,15170.6]
[7813.36,15735.7]
[7814.03,16082.5]
[7810.06,16210.8]
[7824.22,16263.1]
[7804.29,17291.7]
[7839.43,16138.5]
[7858.88,16139.6]
[7833.7,16144]
[7866.44,14625.8]
[7871.11,15844]
[7911.2,16148.6]
[7913.48,16182.7]
[7915.56,17572.6]
[7900.77,17583.9]
[7912.09,21332]
[7923.39,15691.1]
[7933.76,16166]
[7935.85,16214.6]
[7926.74,16209.5]
[7936.36,16359.8]
[7923.23,21315.1]
[7953.99,15680.4]
[7955.18,21212.4]
[7984.04,15965.4]
[7999.26,16012.7]
[7980.47,16014.3]
[8006.92,17333.2]
[7988.27,22343.1]
[7991.57,22371.9]
[8069.61,10109.1]
[8055.74,10280.7]
[8058.86,11770]
[8060.37,16008.1]
[8064.89,16815.9]
[8096.4,12521.8]
[8095.82,14945.1]
[8077.22,16421.9]
[8089.42,17138.5]
[8071.32,17729.9]
[8101.82,11111.5]
[8103.04,12163]
[8120.47,12521.4]
[8102.39,14939.5]
[8099.96,15142.5]
[8111.27,15132]
[8102.96,17149.3]
[8117.71,17254.2]
[8129.78,17834]
[8108.12,18421.5]
[8155.64,9957.75]
[8131.66,17853]
[8133.21,17951.9]
[8138.23,17958.8]
[8134.96,22250.2]
[8184.56,10520.5]
[8182.03,15721.7]
[8172.14,17223.2]
[8201.77,10506.9]
[8199.42,10522.9]
[8204.58,10896.3]
[8192.86,14865.6]
[8198.4,14888.1]
[8212,16317.7]
[8214.66,16298.4]
[8202.22,18047.1]
[8200.31,22566.4]
[8229.2,10739.4]
[8248.13,10921.3]
[8247.96,11266.8]
[8237.12,12740.7]
[8240.39,12755.5]
[8242.04,15786.1]
[8243.3,18195.5]
[8228.66,18434.7]
[8226.23,19021.2]
[8261.81,14845]
[8277.38,14862.3]
[8269,14867.6]
[8267.84,15050.6]
[8281.49,15891.8]
[8307.56,10052.1]
[8283.35,10091.8]
[8288.74,13417.2]
[8301.88,14902.1]
[8290.78,15890.3]
[8306.01,15882.3]
[8306.01,18047.6]
[8311.25,10046.4]
[8319.73,10057.5]
[8323.73,10076.1]
[8333.16,10287.8]
[8333.37,14005.7]
[8337.78,15894.1]
[8318.9,18028.9]
[8306.13,18197.8]
[8334.07,18325.9]
[8324.24,19748]
[8337.33,19756.3]
[8364.61,10745.3]
[8365.26,13294.8]
[8345.46,13988.4]
[8363.12,18169.6]
[8361.83,18241.6]
[8361.58,18248.6]
[8345.64,18298.3]
[8356.04,18310.4]
[8360.45,18303.4]
[8378.94,12445.2]
[8371.23,13997.1]
[8374.39,15954.9]
[8398.23,15934.8]
[8380.78,18160.5]
[8381.48,18256.6]
[8405.87,10986.9]
[8425.43,17313.7]
[8409.97,18245.3]
[8442.1,12760.6]
[8436.86,12978.5]
[8429.88,12962.2]
[8460.78,14364.5]
[8445.86,14365.3]
[8446.73,15560.5]
[8431.86,15614.2]
[8430.37,18298.3]
[8446.73,18297.8]
[8462.89,10902.4]
[8483.98,16980.8]
[8488.25,18235.8]
[8482.05,18447.1]
[8480.08,19119.6]
[8486.59,19779.4]
[8502.47,13397.7]
[8508.35,17267.6]
[8518.59,18007.6]
[8496.99,18013.1]
[8516.64,18221.7]
[8490.01,18274.3]
[8520.68,20936]
[8543.62,12198.7]
[8530.66,12851.6]
[8541.37,14848.4]
[8524.44,15918.8]
[8528.68,17999.7]
[8536.64,17999.2]
[8527.48,18087.2]
[8523.76,18182.8]
[8545.8,18237.1]
[8532.56,18224]
[8547.35,18225.6]
[8532.32,18405.8]
[8528.65,18437.1]
[8534.24,18467.4]
[8548.68,20816.6]
[8544.64,20849.1]
[8574.13,14752.2]
[8553.36,17914.3]
[8560.4,18082.9]
[8558.06,18165.3]
[8561.84,18210.5]
[8552.93,18269.2]
[8564.09,18275.7]
[8572.15,18276.7]
[8572.83,18300.9]
[8574.32,18359]
[8577.61,18399.6]
[8565.06,18400.2]
[8552.14,20886.1]
[8549.3,20894.3]
[8567.23,20911.2]
[8558.75,20931.1]
[8574.32,20963.8]
[8597.34,11218.2]
[8606.88,11835.5]
[8603.68,15469.9]
[8600.18,15462.7]
[8588.24,18155.7]
[8607.25,18207.3]
[8582.92,18207.4]
[8607.52,18216.8]
[8592.71,18232.3]
[8606.4,18238]
[8600.97,18234.6]
[8592.97,18255.7]
[8602.47,18261]
[8582.12,18253.8]
[8608.86,18264.6]
[8607.38,18291.1]
[8596.43,18286.4]
[8587.48,18282.4]
[8581.06,18278.7]
[8603.74,18318.4]
[8601.66,18338.3]
[8590.53,18342.4]
[8585.76,18375.3]
[8610.34,18390]
[8604.26,21212]
[8619.1,11845.4]
[8636.99,17867.4]
[8622.41,18085.7]
[8620.3,18141.4]
[8632.94,18161.4]
[8628.14,18224]
[8630.98,18242.8]
[8621.12,18264.7]
[8626,18254.2]
[8632.99,18333.5]
[8622.25,18348.6]
[8625.53,18340.7]
[8622.53,18404.5]
[8635.2,20795.4]
[8619.62,22357.3]
[8649.48,11987.9]
[8651.29,12051.7]
[8651.31,16494.9]
[8668.88,17865]
[8644.15,18197.5]
[8647.37,18189.7]
[8660.79,18238.9]
[8668.83,18241.8]
[8652.03,18261.2]
[8649.33,18267.1]
[8667.23,18280]
[8646.69,18272.9]
[8660.45,18324.2]
[8654.53,18309.5]
[8642.91,20797.3]
[8694.26,10349.3]
[8687.36,10366.6]
[8691,11586.1]
[8690.99,11715.6]
[8698.22,18048.4]
[8685.12,18199.4]
[8679.43,18222.3]
[8676.83,18259.5]
[8683.22,18243.8]
[8671.95,18269]
[8700.06,18265.2]
[8682,18293.1]
[8687.82,20248]
[8679.94,20489.8]
[8729.7,10362.3]
[8716.45,10415.7]
[8701.53,11987.6]
[8713.71,12078.7]
[8724.89,12079.1]
[8706.97,12105]
[8722.94,13312.8]
[8725.28,13493.4]
[8725.59,18054.9]
[8720.46,18212.1]
[8706.63,18240]
[8708.71,18271.5]
[8717.75,18499.9]
[8702.73,20250.7]
[8720.03,21246]
[8740.46,10409.1]
[8743.52,11709.3]
[8752.78,11792.8]
[8736.37,12075.4]
[8747.68,12072.5]
[8744.65,17265.4]
[8742.26,17480.9]
[8756.35,17490.9]
[8753.75,18177.2]
[8735.29,18194.9]
[8738.65,18234.8]
[8737.96,18278.6]
[8747,18297.3]
[8732.24,18271.2]
[8732.65,21231.4]
[8763.32,12061.7]
[8778.48,12576.5]
[8789.89,14418.7]
[8783.07,15835.2]
[8781.88,15994.6]
[8761.1,16509.2]
[8763.35,18207.8]
[8777.87,23190.7]
[8811.52,11374.5]
[8793.29,17686.4]
[8806.33,21237.7]
[8822.45,11383.1]
[8845.15,12104.1]
[8836,12098.1]
[8826.47,14661]
[8839.23,16243.1]
[8834.84,16379.5]
[8836.61,23465]
[8881.37,12015.8]
[8849.38,12016.8]
[8876.25,12035.3]
[8874.42,12043.4]
[8860.13,12082.4]
[8864.58,12072.2]
[8869.84,12076.9]
[8861.85,12115]
[8859.34,12128.6]
[8851.35,12127.1]
[8861.74,13399.6]
[8855.65,14837.5]
[8872.7,23456.5]
[8883.43,11521.9]
[8892.48,12015.5]
[8900.36,12013.5]
[8905.31,12034.7]
[8896.74,12037]
[8896.15,12060.5]
[8899.89,12105.2]
[8895.42,12099.7]
[8907.36,12172.9]
[8908.33,12165.3]
[8893.03,12155.4]
[8884.33,15715.9]
[8892.61,17216.4]
[8896.94,18524.9]
[8900.15,18545.6]
[8901.42,18553.7]
[8930.16,7513.12]
[8938.86,11974.9]
[8926.03,12006.6]
[8933.96,12013.9]
[8935.44,12052.7]
[8932.7,12043.1]
[8930.13,12036.4]
[8923.74,12075.6]
[8910.57,12106.7]
[8934.2,12098.1]
[8915.28,12099.5]
[8939.51,12143.5]
[8911.07,12144.1]
[8911.48,16086.3]
[8921.12,18546.4]
[8953.39,10967.7]
[8957.86,11663.9]
[8944.92,11938.4]
[8948.65,11969.9]
[8956.18,11998.8]
[8962.86,12016.6]
[8959.86,12007.9]
[8939.76,12004.9]
[8960.23,12043.3]
[8969.9,12031.7]
[8949.65,12067]
[8965.21,12102.2]
[8956.21,12106.3]
[8954.87,12128.8]
[8968.17,12151.8]
[8942.83,12308.6]
[8947.08,15511.9]
[8962.22,15538.7]
[8964.88,15544.5]
[8966.77,18364.8]
[8986.37,7665.02]
[8988.82,7655.07]
[8998.35,11685.7]
[8982.31,11760.6]
[8988.68,11808.9]
[8992.23,11956.8]
[8980.99,11962.8]
[8970.41,11965]
[8970.42,11947.6]
[8988.09,11987.2]
[8994.3,11993.2]
[8993.23,12019.2]
[8972.29,12039.5]
[8998.35,12042]
[8971.56,12057.4]
[8995.6,12033.4]
[8982.73,12072.4]
[8987.81,12079.7]
[8987.39,12096.3]
[8990.54,12123.1]
[8980.74,12125.3]
[8975.54,12476.2]
[8984.78,12496.9]
[8975.6,13151.7]
[8973.74,15502]
[8996.14,15777.5]
[8989.04,15773.7]
[8986.86,15799.3]
[8994.48,16231.5]
[8985.32,17051.5]
[9009.17,10552.8]
[9021.27,11692.7]
[9028.12,11793.4]
[9000.96,11801.2]
[9021.24,11861.8]
[9010.06,11940.3]
