Type;X;Y
Land_cargo_house_slum_F;10553.9;12088.4
Land_cargo_house_slum_F;10638.5;12370.3
Land_cargo_house_slum_F;10644.1;12351.5
Land_cargo_house_slum_F;10660.4;12342.8
Land_cargo_house_slum_F;10665.9;12335.1
Land_cargo_house_slum_F;10669.4;12355.7
Land_cargo_house_slum_F;10674.6;12343.4
Land_cargo_house_slum_F;10679.2;12334.4
Land_cargo_house_slum_F;10680.8;12353.1
Land_cargo_house_slum_F;10690.9;12346.8
Land_cargo_house_slum_F;10786.2;13662.6
Land_cargo_house_slum_F;10798.2;10901.1
Land_cargo_house_slum_F;10806.5;12202.6
Land_cargo_house_slum_F;10817.8;12217.1
Land_cargo_house_slum_F;10823.6;12206.3
Land_cargo_house_slum_F;10873.6;12218.3
Land_cargo_house_slum_F;10877.3;12173.2
Land_cargo_house_slum_F;10880.9;12184.4
Land_cargo_house_slum_F;11194.9;11436.2
Land_cargo_house_slum_F;11499.5;15646.4
Land_cargo_house_slum_F;11595.3;18402.6
Land_cargo_house_slum_F;11730.8;13616.7
Land_cargo_house_slum_F;11731.6;13604
Land_cargo_house_slum_F;11735.3;13591.5
Land_cargo_house_slum_F;11763.6;15547.3
Land_cargo_house_slum_F;11806.4;13650.6
Land_cargo_house_slum_F;11814.8;13661.7
Land_cargo_house_slum_F;11816.7;13621.9
Land_cargo_house_slum_F;11821.7;13671.3
Land_cargo_house_slum_F;11824;13600
Land_cargo_house_slum_F;12931.3;15057.8
Land_cargo_house_slum_F;12977.5;15073.3
Land_cargo_house_slum_F;13335.9;13383.4
Land_cargo_house_slum_F;14187.5;18684.7
Land_cargo_house_slum_F;14199.6;18695.3
Land_cargo_house_slum_F;14208.3;18690
Land_cargo_house_slum_F;14294.4;17406.4
Land_cargo_house_slum_F;14309.6;17412.2
Land_cargo_house_slum_F;14310.5;17421.3
Land_cargo_house_slum_F;14315.7;17414.6
Land_cargo_house_slum_F;14333;17437.7
Land_cargo_house_slum_F;14335.4;17427.8
Land_cargo_house_slum_F;14474.5;18877.1
Land_cargo_house_slum_F;14484.9;17765.5
Land_cargo_house_slum_F;14498.5;15778.5
Land_cargo_house_slum_F;14500.5;17761.6
Land_cargo_house_slum_F;16542.6;15979.6
Land_cargo_house_slum_F;16554.2;15994
Land_cargo_house_slum_F;16563.3;15947.6
Land_cargo_house_slum_F;16580;15946.6
Land_cargo_house_slum_F;16583.5;15961.2
Land_cargo_house_slum_F;16586.2;15966.9
Land_cargo_house_slum_F;16599.2;15982.2
Land_cargo_house_slum_F;16811.2;15429.6
Land_cargo_house_slum_F;16993.2;11388.8
Land_cargo_house_slum_F;17137;11377.9
Land_cargo_house_slum_F;18378.8;16789.9
Land_cargo_house_slum_F;20848.6;19562.5
Land_cargo_house_slum_F;21430.4;18571.3
Land_cargo_house_slum_F;21844;7899.28
Land_cargo_house_slum_F;22302.9;21988.4
Land_cargo_house_slum_F;22423.4;21245.1
Land_cargo_house_slum_F;22458.3;17175
Land_cargo_house_slum_F;22619.7;16809.5
Land_cargo_house_slum_F;23622.9;23215.5
Land_cargo_house_slum_F;24548.6;21193.9
Land_cargo_house_slum_F;24975;20893
Land_cargo_house_slum_F;25458;20345.2
Land_cargo_house_slum_F;27167.5;22813.2
Land_cargo_house_slum_F;3722.71;11524
Land_cargo_house_slum_F;3768.56;11403.3
Land_cargo_house_slum_F;3931.82;11470.8
Land_cargo_house_slum_F;4045.03;12384.9
Land_cargo_house_slum_F;4058.83;11528.3
Land_cargo_house_slum_F;4090.63;12355.1
Land_cargo_house_slum_F;4184.34;15024.9
Land_cargo_house_slum_F;4225.59;15087.2
Land_cargo_house_slum_F;4272.47;13943.4
Land_cargo_house_slum_F;4312.87;12080.1
Land_cargo_house_slum_F;4438.29;12571.8
Land_cargo_house_slum_F;4599.27;14143.7
Land_cargo_house_slum_F;4759.02;10371.7
Land_cargo_house_slum_F;5654.04;11082.5
Land_cargo_house_slum_F;6006.35;12527.2
Land_cargo_house_slum_F;6013.36;19825.6
Land_cargo_house_slum_F;8184.56;10520.5
Land_cargo_house_slum_F;9647.69;16096.8
Land_cargo_house_slum_F;9650.44;15248.1
Land_cargo_house_slum_F;9654.99;16086.2
Land_cargo_house_slum_F;9983.87;13621.9
Land_cargo_house_slum_F;9994.87;13619.5
Land_d_Addon_02_V1_F;10096.1;14058.3
Land_d_Addon_02_V1_F;10097.8;12709.8
Land_d_Addon_02_V1_F;10654.8;12951.6
Land_d_Addon_02_V1_F;10700.5;13636.1
Land_d_Addon_02_V1_F;10720.7;18865.7
Land_d_Addon_02_V1_F;10805.6;12741.2
Land_d_Addon_02_V1_F;10813.2;18985
Land_d_Addon_02_V1_F;10990.5;14155.1
Land_d_Addon_02_V1_F;11082.4;14655.4
Land_d_Addon_02_V1_F;11174.8;19023.8
Land_d_Addon_02_V1_F;11194.2;14541.6
Land_d_Addon_02_V1_F;11211.6;13359.4
Land_d_Addon_02_V1_F;11226.9;14623.4
Land_d_Addon_02_V1_F;11237.4;11424.5
Land_d_Addon_02_V1_F;11290.5;14824
Land_d_Addon_02_V1_F;11392.7;9975.15
Land_d_Addon_02_V1_F;11471;13594.4
Land_d_Addon_02_V1_F;11699.5;12827.7
Land_d_Addon_02_V1_F;11849.5;13148.1
Land_d_Addon_02_V1_F;12306.5;13520.5
Land_d_Addon_02_V1_F;13369.7;13393.8
Land_d_Addon_02_V1_F;13804.4;17163.2
Land_d_Addon_02_V1_F;13923.2;18795.4
Land_d_Addon_02_V1_F;13930;18662.6
Land_d_Addon_02_V1_F;14016.3;18731.3
Land_d_Addon_02_V1_F;14038.9;17884.4
Land_d_Addon_02_V1_F;14041;18935.6
Land_d_Addon_02_V1_F;14248.6;12977.5
Land_d_Addon_02_V1_F;14433.4;17926.1
Land_d_Addon_02_V1_F;14513.8;17697
Land_d_Addon_02_V1_F;14560.3;17629.9
Land_d_Addon_02_V1_F;14658.1;17760
Land_d_Addon_02_V1_F;16025.7;11180.3
Land_d_Addon_02_V1_F;16353.3;11622.5
Land_d_Addon_02_V1_F;16616.6;17230.5
Land_d_Addon_02_V1_F;16828.4;12597.7
Land_d_Addon_02_V1_F;16844.2;12860.3
Land_d_Addon_02_V1_F;16857.7;12751.6
Land_d_Addon_02_V1_F;17250.2;12006.1
Land_d_Addon_02_V1_F;17370.7;17249.9
Land_d_Addon_02_V1_F;17815.4;14852.5
Land_d_Addon_02_V1_F;17914.3;12810.1
Land_d_Addon_02_V1_F;19271.2;13216.5
Land_d_Addon_02_V1_F;20058.3;11757.9
Land_d_Addon_02_V1_F;20784.8;16846
Land_d_Addon_02_V1_F;21014.1;17346.9
Land_d_Addon_02_V1_F;21203.4;16979
Land_d_Addon_02_V1_F;21315.8;7379
Land_d_Addon_02_V1_F;21771.2;7555.57
Land_d_Addon_02_V1_F;21815;7486.74
Land_d_Addon_02_V1_F;21943.8;17959.4
Land_d_Addon_02_V1_F;22171.1;8254.09
Land_d_Addon_02_V1_F;22600.3;17012
Land_d_Addon_02_V1_F;24404.1;20968.3
Land_d_Addon_02_V1_F;25373.3;21513.1
Land_d_Addon_02_V1_F;25474.8;21315.2
Land_d_Addon_02_V1_F;25506;21309.8
Land_d_Addon_02_V1_F;25539.4;20949.8
Land_d_Addon_02_V1_F;25635.1;21453.5
Land_d_Addon_02_V1_F;25746.8;21466.2
Land_d_Addon_02_V1_F;25764.2;21608.1
Land_d_Addon_02_V1_F;25821;21749.3
Land_d_Addon_02_V1_F;26273.7;23956.2
Land_d_Addon_02_V1_F;26608.3;22553.1
Land_d_Addon_02_V1_F;26858.8;23478.8
Land_d_Addon_02_V1_F;26865.2;23107.6
Land_d_Addon_02_V1_F;26922.3;23646.5
Land_d_Addon_02_V1_F;26929.4;23096.2
Land_d_Addon_02_V1_F;27035.5;22865.1
Land_d_Addon_02_V1_F;27335.2;23701.6
Land_d_Addon_02_V1_F;3312.15;14140.7
Land_d_Addon_02_V1_F;3555.14;14383.9
Land_d_Addon_02_V1_F;3737.53;13892.2
Land_d_Addon_02_V1_F;3839.66;12249.6
Land_d_Addon_02_V1_F;3939.41;14111.3
Land_d_Addon_02_V1_F;4088.08;12382.3
Land_d_Addon_02_V1_F;4107.73;14019.8
Land_d_Addon_02_V1_F;4158.05;12347.6
Land_d_Addon_02_V1_F;4179.37;13543.6
Land_d_Addon_02_V1_F;4231.94;12458.9
Land_d_Addon_02_V1_F;4409.1;14008
Land_d_Addon_02_V1_F;4626.04;13981.4
Land_d_Addon_02_V1_F;4671.28;10964.6
Land_d_Addon_02_V1_F;4685.8;14113.3
Land_d_Addon_02_V1_F;4802.45;14352.6
Land_d_Addon_02_V1_F;5061.11;11247.2
Land_d_Addon_02_V1_F;6898.83;15927.3
Land_d_Addon_02_V1_F;7638.51;12549.4
Land_d_Addon_02_V1_F;8333.37;14005.7
Land_d_Addon_02_V1_F;8574.13;14752.2
Land_d_Addon_02_V1_F;8600.18;15462.7
Land_d_Addon_02_V1_F;8691;11586.1
Land_d_Addon_02_V1_F;8742.26;17480.9
Land_d_Addon_02_V1_F;8855.65;14837.5
Land_d_Addon_02_V1_F;8911.48;16086.3
Land_d_Addon_02_V1_F;8984.78;12496.9
Land_d_Addon_02_V1_F;9060.96;15839.8
Land_d_Addon_02_V1_F;9069.69;13367.6
Land_d_Addon_02_V1_F;9131.63;11982.8
Land_d_Addon_02_V1_F;9391.01;15395.5
Land_d_Addon_02_V1_F;9487.45;12906.9
Land_d_Addon_02_V1_F;9533.99;16295.7
Land_d_Addon_02_V1_F;9629.03;16015.4
Land_d_Addon_02_V1_F;9685.48;14246
Land_d_House_Big_01_V1_F;10327.8;19017.9
Land_d_House_Big_01_V1_F;10953.3;13461.2
Land_d_House_Big_01_V1_F;11147.3;14616.5
Land_d_House_Big_01_V1_F;13926.1;18595.4
Land_d_House_Big_01_V1_F;14509.5;17689.4
Land_d_House_Big_01_V1_F;14551.6;17635.1
Land_d_House_Big_01_V1_F;14575.8;20816.5
Land_d_House_Big_01_V1_F;14630.5;20762.3
Land_d_House_Big_01_V1_F;16506.6;12632.1
Land_d_House_Big_01_V1_F;16707.4;12846
Land_d_House_Big_01_V1_F;16774.6;12674.6
Land_d_House_Big_01_V1_F;16836.6;12883.5
Land_d_House_Big_01_V1_F;16853.3;12698.7
Land_d_House_Big_01_V1_F;16894.5;12560
Land_d_House_Big_01_V1_F;16899.1;12738.3
Land_d_House_Big_01_V1_F;16964.1;12671.4
Land_d_House_Big_01_V1_F;16968.8;13097
Land_d_House_Big_01_V1_F;17261.1;12547.4
Land_d_House_Big_01_V1_F;19401.1;13287.1
Land_d_House_Big_01_V1_F;20513.5;8807.14
Land_d_House_Big_01_V1_F;20809.8;6759.35
Land_d_House_Big_01_V1_F;21192.6;16992.2
Land_d_House_Big_01_V1_F;21787.1;7532.72
Land_d_House_Big_01_V1_F;25508.9;21329.8
Land_d_House_Big_01_V1_F;25761.1;21433.8
Land_d_House_Big_01_V1_F;3591.46;13940.7
Land_d_House_Big_01_V1_F;3702.59;13866.6
Land_d_House_Big_01_V1_F;3726.9;13933.7
Land_d_House_Big_01_V1_F;4341.36;16559.5
Land_d_House_Big_01_V1_F;4536.81;21340.9
Land_d_House_Big_01_V1_F;4629.65;21376.5
Land_d_House_Big_01_V1_F;4987.32;16094.3
Land_d_House_Big_01_V1_F;5170.52;11288
Land_d_House_Big_01_V1_F;9059.83;15829.7
Land_d_House_Big_01_V1_F;9320.83;20293
Land_d_House_Big_02_V1_F;10414.6;19115.9
Land_d_House_Big_02_V1_F;11121.7;14540.8
Land_d_House_Big_02_V1_F;11177.8;14593.4
Land_d_House_Big_02_V1_F;13940.4;18577.9
Land_d_House_Big_02_V1_F;13950.4;18746.9
Land_d_House_Big_02_V1_F;13959.9;18750.4
Land_d_House_Big_02_V1_F;14092.1;18411.8
Land_d_House_Big_02_V1_F;14454.3;17659.5
Land_d_House_Big_02_V1_F;14485;17650.9
Land_d_House_Big_02_V1_F;14522.3;17621.4
Land_d_House_Big_02_V1_F;20928;16798.7
Land_d_House_Big_02_V1_F;20960.2;16808.6
Land_d_House_Big_02_V1_F;21696.2;7552.12
Land_d_House_Big_02_V1_F;21719.7;7573.07
Land_d_House_Big_02_V1_F;21721.3;7516.01
Land_d_House_Big_02_V1_F;21775.4;7512.09
Land_d_House_Big_02_V1_F;25586.5;21296.6
Land_d_House_Big_02_V1_F;25731.4;21349.3
Land_d_House_Big_02_V1_F;26834.2;23092.4
Land_d_House_Big_02_V1_F;3599.2;14047.3
Land_d_House_Big_02_V1_F;3617.35;13977.9
Land_d_House_Big_02_V1_F;3618.36;14090.3
Land_d_House_Big_02_V1_F;3675.71;14000.9
Land_d_House_Big_02_V1_F;3763.07;17807.3
Land_d_House_Big_02_V1_F;3767.9;13564
Land_d_House_Big_02_V1_F;3932.74;13526
Land_d_House_Big_02_V1_F;3980.52;17222.8
Land_d_House_Big_02_V1_F;4134.11;17232.1
Land_d_House_Big_02_V1_F;4191.69;17015.3
Land_d_House_Big_02_V1_F;4326.54;16537.4
Land_d_House_Big_02_V1_F;4899.77;16241.9
Land_d_House_Big_02_V1_F;5087.33;16164.1
Land_d_House_Big_02_V1_F;5121.63;11192.1
Land_d_House_Big_02_V1_F;5170.59;11170.5
Land_d_House_Big_02_V1_F;5177.71;11163.8
Land_d_House_Big_02_V1_F;5204.27;11142.1
Land_d_House_Big_02_V1_F;6126.89;14876.6
Land_d_House_Big_02_V1_F;8660.45;18324.2
Land_d_House_Big_02_V1_F;9010.06;11940.3
Land_d_House_Big_02_V1_F;9091.53;15816
Land_d_House_Big_02_V1_F;9314.87;20225.8
Land_d_House_Big_02_V1_F;9403.08;20250.5
Land_d_House_Big_02_V1_F;9590.16;15977.1
Land_d_House_Small_01_V1_F;10326.7;19143.6
Land_d_House_Small_01_V1_F;10570.2;18790.5
Land_d_House_Small_01_V1_F;10593.3;12265.4
Land_d_House_Small_01_V1_F;11131.5;14658.8
Land_d_House_Small_01_V1_F;11165.2;13231.9
Land_d_House_Small_01_V1_F;11207.9;14511.7
Land_d_House_Small_01_V1_F;11235.7;13237.2
Land_d_House_Small_01_V1_F;11705;18179
Land_d_House_Small_01_V1_F;13868.2;18658
Land_d_House_Small_01_V1_F;13927.3;18851.6
Land_d_House_Small_01_V1_F;14119.9;18626.3
Land_d_House_Small_01_V1_F;14275.7;18219.4
Land_d_House_Small_01_V1_F;14439.5;17921.5
Land_d_House_Small_01_V1_F;14557.2;17734.2
Land_d_House_Small_01_V1_F;14558.6;17541.5
Land_d_House_Small_01_V1_F;14657.6;20725.4
Land_d_House_Small_01_V1_F;14869.1;20768.7
Land_d_House_Small_01_V1_F;16626.1;12606.1
Land_d_House_Small_01_V1_F;16826.1;12471.2
Land_d_House_Small_01_V1_F;16893.9;12519.1
Land_d_House_Small_01_V1_F;16958;12969.7
Land_d_House_Small_01_V1_F;16970.6;12538.8
Land_d_House_Small_01_V1_F;17064.8;13361.7
Land_d_House_Small_01_V1_F;17086.4;12759.7
Land_d_House_Small_01_V1_F;17195;13226.7
Land_d_House_Small_01_V1_F;17253.8;12282.2
Land_d_House_Small_01_V1_F;17416.9;12310.1
Land_d_House_Small_01_V1_F;18310.9;17958.7
Land_d_House_Small_01_V1_F;18373;17999.7
Land_d_House_Small_01_V1_F;18885.2;18134.2
Land_d_House_Small_01_V1_F;19412.6;13151.2
Land_d_House_Small_01_V1_F;19906.6;11869.4
Land_d_House_Small_01_V1_F;19994.6;11654
Land_d_House_Small_01_V1_F;20071.6;11157.1
Land_d_House_Small_01_V1_F;20146.5;11268.8
Land_d_House_Small_01_V1_F;20199.4;11639.6
Land_d_House_Small_01_V1_F;20217.8;9038.36
Land_d_House_Small_01_V1_F;20254.2;11788.3
Land_d_House_Small_01_V1_F;20266.5;11339.5
Land_d_House_Small_01_V1_F;20364.8;12055.6
Land_d_House_Small_01_V1_F;20523.4;8778.35
Land_d_House_Small_01_V1_F;20645;11889.2
Land_d_House_Small_01_V1_F;20721.3;16951.4
Land_d_House_Small_01_V1_F;20767.1;6761.32
Land_d_House_Small_01_V1_F;20798.1;6697.04
Land_d_House_Small_01_V1_F;20956.5;6686.34
Land_d_House_Small_01_V1_F;20985.9;16764.7
Land_d_House_Small_01_V1_F;21611.4;7531.19
Land_d_House_Small_01_V1_F;21636.2;7670.21
Land_d_House_Small_01_V1_F;21679.1;7661.46
Land_d_House_Small_01_V1_F;21687.3;7587.62
Land_d_House_Small_01_V1_F;21710.9;19249.5
Land_d_House_Small_01_V1_F;21778.2;6002.38
Land_d_House_Small_01_V1_F;21840.3;7552.71
Land_d_House_Small_01_V1_F;22848.5;21151.4
Land_d_House_Small_01_V1_F;23262.8;19886
Land_d_House_Small_01_V1_F;25470.7;21308.5
Land_d_House_Small_01_V1_F;25722.1;21932.9
Land_d_House_Small_01_V1_F;25880;21274.2
Land_d_House_Small_01_V1_F;26596.1;22538.4
Land_d_House_Small_01_V1_F;26898.8;23386.7
Land_d_House_Small_01_V1_F;26916.3;23062.3
Land_d_House_Small_01_V1_F;27023.7;23194.2
Land_d_House_Small_01_V1_F;3173.05;18315.4
Land_d_House_Small_01_V1_F;3247.3;18268
Land_d_House_Small_01_V1_F;3532.13;14059.8
Land_d_House_Small_01_V1_F;3598.39;17596.8
Land_d_House_Small_01_V1_F;3704.31;18063.4
Land_d_House_Small_01_V1_F;3717.69;13796.5
Land_d_House_Small_01_V1_F;3996.76;15411.5
Land_d_House_Small_01_V1_F;4169.22;13433.4
Land_d_House_Small_01_V1_F;4411.43;14063.4
Land_d_House_Small_01_V1_F;4552.77;21313.1
Land_d_House_Small_01_V1_F;4644.44;16144.4
Land_d_House_Small_01_V1_F;4798.68;14345.9
Land_d_House_Small_01_V1_F;4837.81;11566.5
Land_d_House_Small_01_V1_F;4871.24;11563.7
Land_d_House_Small_01_V1_F;5171.52;11210.7
Land_d_House_Small_01_V1_F;5698.74;15314.4
Land_d_House_Small_01_V1_F;8306.13;18197.8
Land_d_House_Small_01_V1_F;8356.04;18310.4
Land_d_House_Small_01_V1_F;9422.98;20316.2
Land_d_House_Small_01_V1_F;9433.45;20152.8
Land_d_House_Small_01_V1_F;9473.85;20130.2
Land_d_House_Small_01_V1_F;9652.12;19887
Land_d_House_Small_02_V1_F;10398.7;19088.2
Land_d_House_Small_02_V1_F;11072;14578.6
Land_d_House_Small_02_V1_F;11174.7;11466.2
Land_d_House_Small_02_V1_F;12518.8;13604.3
Land_d_House_Small_02_V1_F;13349.7;13423.1
Land_d_House_Small_02_V1_F;13894.5;18716.1
Land_d_House_Small_02_V1_F;14008.2;18588.2
Land_d_House_Small_02_V1_F;14113;18253.5
Land_d_House_Small_02_V1_F;14134.4;18578.8
Land_d_House_Small_02_V1_F;14432.4;17836.5
Land_d_House_Small_02_V1_F;14516.8;17631.2
Land_d_House_Small_02_V1_F;14565.2;20789.6
Land_d_House_Small_02_V1_F;14613.9;20762.1
Land_d_House_Small_02_V1_F;16306.9;11445.9
Land_d_House_Small_02_V1_F;16457.5;19570.9
Land_d_House_Small_02_V1_F;16969.1;10793
Land_d_House_Small_02_V1_F;18319;17978.3
Land_d_House_Small_02_V1_F;18800.3;18237.7
Land_d_House_Small_02_V1_F;19299.6;17665
Land_d_House_Small_02_V1_F;19334.4;17497.6
Land_d_House_Small_02_V1_F;19466.9;13376.4
Land_d_House_Small_02_V1_F;20845.6;17192.9
Land_d_House_Small_02_V1_F;20951.6;16801.3
Land_d_House_Small_02_V1_F;21567.3;7542.2
Land_d_House_Small_02_V1_F;21658.4;7689.25
Land_d_House_Small_02_V1_F;21697.2;7651.45
Land_d_House_Small_02_V1_F;21716.4;17376.7
Land_d_House_Small_02_V1_F;23240.3;19926.5
Land_d_House_Small_02_V1_F;24548.4;21030.3
Land_d_House_Small_02_V1_F;25499.9;21312.5
Land_d_House_Small_02_V1_F;25670.9;21033.3
Land_d_House_Small_02_V1_F;26666.3;23048.1
Land_d_House_Small_02_V1_F;26915.1;23625
Land_d_House_Small_02_V1_F;26927.3;23120.8
Land_d_House_Small_02_V1_F;3771.39;13872.4
Land_d_House_Small_02_V1_F;4386.94;16090.5
Land_d_House_Small_02_V1_F;4573.53;21374
Land_d_House_Small_02_V1_F;4595.3;21459.6
Land_d_House_Small_02_V1_F;4872.63;13800.2
Land_d_House_Small_02_V1_F;4998.72;11255.1
Land_d_House_Small_02_V1_F;5028.47;16278.5
Land_d_House_Small_02_V1_F;5134.68;11146.6
Land_d_House_Small_02_V1_F;5174.69;11229.7
Land_d_House_Small_02_V1_F;5194.65;11147.9
Land_d_House_Small_02_V1_F;7360.54;16123.9
Land_d_House_Small_02_V1_F;8277.38;14862.3
Land_d_House_Small_02_V1_F;8953.39;10967.7
Land_d_House_Small_02_V1_F;9452.35;20175.1
Land_d_House_Small_02_V1_F;9474.67;20119.5
Land_d_House_Small_02_V1_F;9486.86;15985.6
Land_d_Shop_01_V1_F;10359.2;19020.3
Land_d_Shop_01_V1_F;14009.9;18734.5
Land_d_Shop_01_V1_F;14533;17647.9
Land_d_Shop_01_V1_F;14627.3;20733.6
Land_d_Shop_01_V1_F;16748.7;12550.8
Land_d_Shop_01_V1_F;16863.2;12691.3
Land_d_Shop_01_V1_F;16922.2;12566.3
Land_d_Shop_01_V1_F;16985.7;12692.7
Land_d_Shop_01_V1_F;20957;16834.7
Land_d_Shop_01_V1_F;25743;21374.8
Land_d_Shop_01_V1_F;27091.4;23316.6
Land_d_Shop_01_V1_F;3713.1;13860.7
Land_d_Shop_01_V1_F;5018.69;11213
Land_d_Shop_01_V1_F;5164.91;11178.4
Land_d_Shop_01_V1_F;5168.24;11299.7
Land_d_Shop_01_V1_F;9479.15;15987.8
Land_d_Shop_02_V1_F;14583.4;20832.4
Land_d_Shop_02_V1_F;16014.1;16243.6
Land_d_Shop_02_V1_F;8610.34;18390
Land_d_Stone_HouseBig_V1_F;10561.5;19778.2
Land_d_Stone_HouseBig_V1_F;10829.3;14742.3
Land_d_Stone_HouseBig_V1_F;11053.8;15787.5
Land_d_Stone_HouseBig_V1_F;11169.5;15464.8
Land_d_Stone_HouseBig_V1_F;11171.6;14520.3
Land_d_Stone_HouseBig_V1_F;12794.1;19730.5
Land_d_Stone_HouseBig_V1_F;13811.2;19158.9
Land_d_Stone_HouseBig_V1_F;13917.3;18603.9
Land_d_Stone_HouseBig_V1_F;14223.3;18406
Land_d_Stone_HouseBig_V1_F;14280;19745
Land_d_Stone_HouseBig_V1_F;14940.9;19567.7
Land_d_Stone_HouseBig_V1_F;15765.2;20895.3
Land_d_Stone_HouseBig_V1_F;16372.5;17136.3
Land_d_Stone_HouseBig_V1_F;16435.9;17176
Land_d_Stone_HouseBig_V1_F;16521.4;20677.4
Land_d_Stone_HouseBig_V1_F;16527.3;17204.8
Land_d_Stone_HouseBig_V1_F;16922.3;11467.8
Land_d_Stone_HouseBig_V1_F;17321;12250.4
Land_d_Stone_HouseBig_V1_F;17446.5;12293.2
Land_d_Stone_HouseBig_V1_F;18712.2;13435.6
Land_d_Stone_HouseBig_V1_F;19731.8;18795.2
Land_d_Stone_HouseBig_V1_F;20589.7;17627.7
Land_d_Stone_HouseBig_V1_F;21094;17170.1
Land_d_Stone_HouseBig_V1_F;21187.3;17074.3
Land_d_Stone_HouseBig_V1_F;21243.4;10965.3
Land_d_Stone_HouseBig_V1_F;21588.9;7578.23
Land_d_Stone_HouseBig_V1_F;21603.3;17383.7
Land_d_Stone_HouseBig_V1_F;21736.5;7489.83
Land_d_Stone_HouseBig_V1_F;21794;16463.7
Land_d_Stone_HouseBig_V1_F;22377.1;15565.6
Land_d_Stone_HouseBig_V1_F;22525.8;16049.2
Land_d_Stone_HouseBig_V1_F;23255.7;19939.6
Land_d_Stone_HouseBig_V1_F;25439.5;21164.7
Land_d_Stone_HouseBig_V1_F;25537.8;21312.5
Land_d_Stone_HouseBig_V1_F;25712;21136.4
Land_d_Stone_HouseBig_V1_F;26934.8;23089.3
Land_d_Stone_HouseBig_V1_F;3781.81;14348.6
Land_d_Stone_HouseBig_V1_F;3948.4;12802.9
Land_d_Stone_HouseBig_V1_F;4054.5;12625
Land_d_Stone_HouseBig_V1_F;4123.51;14019.4
Land_d_Stone_HouseBig_V1_F;4326.28;13821.9
Land_d_Stone_HouseBig_V1_F;4351.17;14787.6
Land_d_Stone_HouseBig_V1_F;4769.57;10962.3
Land_d_Stone_HouseBig_V1_F;5010.6;11432.7
Land_d_Stone_HouseBig_V1_F;5403.72;10940.5
Land_d_Stone_HouseBig_V1_F;6015.29;19134.3
Land_d_Stone_HouseBig_V1_F;7399.09;15443.8
Land_d_Stone_HouseBig_V1_F;7620.41;11441.4
Land_d_Stone_HouseBig_V1_F;8597.34;11218.2
Land_d_Stone_HouseBig_V1_F;8834.84;16379.5
Land_d_Stone_HouseBig_V1_F;8944.92;11938.4
Land_d_Stone_HouseBig_V1_F;9078.49;15835.9
Land_d_Stone_HouseBig_V1_F;9215.9;11858.2
Land_d_Stone_HouseSmall_V1_F;10480.2;17599.3
Land_d_Stone_HouseSmall_V1_F;10560.1;11427.6
Land_d_Stone_HouseSmall_V1_F;10576.1;19797.7
Land_d_Stone_HouseSmall_V1_F;11166.9;13205.9
Land_d_Stone_HouseSmall_V1_F;11308;14429.1
Land_d_Stone_HouseSmall_V1_F;11770.2;14846.4
Land_d_Stone_HouseSmall_V1_F;12143;22802.1
Land_d_Stone_HouseSmall_V1_F;12789.5;19666.7
Land_d_Stone_HouseSmall_V1_F;12851;19731.4
Land_d_Stone_HouseSmall_V1_F;13448.8;21619.7
Land_d_Stone_HouseSmall_V1_F;13515.3;19205.4
Land_d_Stone_HouseSmall_V1_F;13845.8;19113.5
Land_d_Stone_HouseSmall_V1_F;13881.4;21141.1
Land_d_Stone_HouseSmall_V1_F;13952.5;18512.4
Land_d_Stone_HouseSmall_V1_F;13976.2;17338.9
Land_d_Stone_HouseSmall_V1_F;14050.3;18377.6
Land_d_Stone_HouseSmall_V1_F;14124;18060.2
Land_d_Stone_HouseSmall_V1_F;14282.1;20151
Land_d_Stone_HouseSmall_V1_F;14305.3;17819.5
Land_d_Stone_HouseSmall_V1_F;14402;19234.5
Land_d_Stone_HouseSmall_V1_F;15138.5;20704.8
Land_d_Stone_HouseSmall_V1_F;15289.8;20634.4
Land_d_Stone_HouseSmall_V1_F;16450;17790.7
Land_d_Stone_HouseSmall_V1_F;16550.8;20651.7
Land_d_Stone_HouseSmall_V1_F;16751.7;12659.7
Land_d_Stone_HouseSmall_V1_F;16871.6;9344.66
Land_d_Stone_HouseSmall_V1_F;17066.2;11171
Land_d_Stone_HouseSmall_V1_F;17080.3;12587.9
Land_d_Stone_HouseSmall_V1_F;17119.8;9928.74
Land_d_Stone_HouseSmall_V1_F;17179.9;16719.8
Land_d_Stone_HouseSmall_V1_F;17308.1;18862
Land_d_Stone_HouseSmall_V1_F;17503.5;12160.9
Land_d_Stone_HouseSmall_V1_F;17531.9;18187.5
Land_d_Stone_HouseSmall_V1_F;17638.3;12475.1
Land_d_Stone_HouseSmall_V1_F;17690.9;12491.4
Land_d_Stone_HouseSmall_V1_F;18087.8;15843.4
Land_d_Stone_HouseSmall_V1_F;18199.5;8844.87
Land_d_Stone_HouseSmall_V1_F;18227.3;8883.73
Land_d_Stone_HouseSmall_V1_F;18320.1;13118.3
Land_d_Stone_HouseSmall_V1_F;18869;14376.6
Land_d_Stone_HouseSmall_V1_F;19087.3;17571.8
Land_d_Stone_HouseSmall_V1_F;19715.8;18777.8
Land_d_Stone_HouseSmall_V1_F;19900.9;12521.7
Land_d_Stone_HouseSmall_V1_F;19933.2;8754.83
Land_d_Stone_HouseSmall_V1_F;20102;17079.8
Land_d_Stone_HouseSmall_V1_F;20194.4;19715.5
